месяц,число,ИАБО-01-20,время,№                      ауд,Ссылка,ИАБО-02-20,время,№                      ауд,Ссылка,ИВБО-05-20,время,№                      ауд,Ссылка,ИВБО-06-20,время,№                      ауд,Ссылка,месяц,число,ИВБО-07-20,время,№                      ауд,Ссылка,ИВБО-08-20,время,№                      ауд,Ссылка,ИВБО-13-20,время,№                      ауд,Ссылка,ИВБО-01-20,время,№                      ауд,Ссылка,месяц,число,ИВБО-02-20,время,№                      ауд,Ссылка,ИВБО-03-20,время,№                      ауд,Ссылка,ИВБО-04-20,время,№                      ауд,Ссылка,ИКБО-04-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-05-20,время,№                      ауд,Ссылка,ИКБО-14-20,время,№                      ауд,Ссылка,ИКБО-15-20,время,№                      ауд,Ссылка,ИКБО-22-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-06-20,время,№                      ауд,Ссылка,ИКБО-07-20,время,№                      ауд,Ссылка,ИКБО-11-20,время,№                      ауд,Ссылка,ИКБО-12-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-25-20,время,№                      ауд,Ссылка,ИКБО-26-20,время,№                      ауд,Ссылка,ИКБО-27-20,время,№                      ауд,Ссылка,ИКБО-08-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-09-20,время,№                      ауд,Ссылка,ИКБО-17-20,время,№                      ауд,Ссылка,ИКБО-18-20,время,№                      ауд,Ссылка,ИКБО-19-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-21-20,время,№                      ауд,Ссылка,ИКБО-02-20,время,№                      ауд,Ссылка,ИКБО-01-20,время,№                      ауд,Ссылка,ИКБО-10-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-16-20,время,№                      ауд,Ссылка,ИКБО-24-20,время,№                      ауд,Ссылка,ИКБО-30-20,время,№                      ауд,Ссылка,ИКБО-03-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-13-20,время,№                      ауд,Ссылка,ИКБО-20-20,время,№                      ауд,Ссылка,ИМБО-01-20,время,№                      ауд,Ссылка,ИМБО-02-20,время,№                      ауд,Ссылка,месяц,число,ИНБО-05-20,время,№                      ауд,Ссылка,ИНБО-06-20,время,№                      ауд,Ссылка,ИНБО-08-20,время,№                      ауд,Ссылка,ИНБО-10-20,время,№                      ауд,Ссылка,месяц,число,ИНБО-01-20,время,№                      ауд,Ссылка,ИНБО-02-20,время,№                      ауд,Ссылка,ИНБО-03-20,время,№                      ауд,Ссылка,ИНБО-04-20,время,№                      ауд,Ссылка,месяц,число,ИНБО-09-20,время,№                      ауд,Ссылка,ИНБО-13-20,время,№                      ауд,Ссылка,ИНБО-07-20,время,№                      ауд,Ссылка,ИНБО-11-20,время,№                      ауд,Ссылка,месяц,число,ИНБО-15-20,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка
,,,,,,,,,,,,,,,,,,,,Киберфизические системы в производстве,,,,Киберфизические системы в производстве,,,,Программирование нейропроцессоров,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Проектирование систем поддержки принятия решений,,,,,,,,,,Проектирование систем поддержки принятия решений,,,,,,,,,,,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка серверных частей интернет ресурсов,,,,,,Разработка серверных частей интернет ресурсов,,,,Разработка серверных частей интернет ресурсов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,Управление информационно-технологическими сервисами и контентом ,,,,Управление информационно-технологическими сервисами и контентом ,,,,,,,,,,,,,,,,,,,,,,Архитектура интеграции и развертывания,,,,Архитектура интеграции и развертывания,,,,,,Архитектура интеграции и развертывания,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Кушнир А.П.,,,,Кушнир А.П.,,,,Тарасов И.Е.,,,,Богомольная Г.В.,,,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Сорокин А.Б.,,,,,,,,,,Сорокин А.Б.,,,,,,,,,,,,,,Петросян Л.Э.,,,,Петросян Л.Э.,,,,,,,,,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Богомольная Г.В.,,,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Волков М.Ю.,,,,,,Волков М.Ю.,,,,Волков М.Ю.,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,,,,,,,,,,,,,,,,,,,Павлович Т.В.,,,,Павлович Т.В.,,,,,,,,,,,,,,,,,,,,,,Исаев Р.А.,,,,Исаев Р.А.,,,,,,Исаев Р.А.,,,,,,,,,,,,,,,
,"21
сб",,,,,,,,,,,,,,,,,,"21
сб",,,,,,,,,,,,,Экзамен,9-00,И-212-в,,,"21
сб",Экзамен,10-40,И-212-в,,Экзамен,12-40,И-212-в,,Экзамен,14-20,И-212-в,,,,,,,"21
сб",,,,,,,,,Экзамен,9-00,Г-109-б,,Экзамен,12-00,Г-109-б,,,"21
сб",,,,,,,,,Экзамен,9-00,Г-301-б,,Экзамен,12-00,Г-301-б,,,"21
сб",,,,,,,,,,,,,,,,,,"21
сб",,,,,Экзамен,11-00,Г-310,,Экзамен,14-00,Г-310,,Консультация,9-00,А-8,,,"21
сб",Консультация,9-00,А-8,,Консультация,9-00,А-8,,Консультация,9-00,А-8,,Экзамен,9-00,И-212-г,,,"21
сб",Экзамен,10-40,И-212-г,,Экзамен,12-40,И-212-г,,Экзамен,14-20,И-212-г,,Экзамен,9-00,Г-227-1,,,"21
сб",Экзамен,12-00,Г-227-1,,,,,,,,,,,,,,,"21
сб",,,,,,,,,,,,,,,,,,"21
сб",,,,,,,,,Экзамен,9-00,Г-304,,Экзамен,12-00,Г-304,,,"21
сб",Экзамен,9-00,А-180,,Экзамен,12-00,А-180,,Экзамен,9-00,И-201,,,,,,,"21
сб",Экзамен,12-00,И-201,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,,,,,Проектирование систем поддержки принятия решений,,,,Проектирование систем поддержки принятия решений,,,,,,,,,,,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,,,,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка серверных частей интернет ресурсов,,,,,,Разработка серверных частей интернет ресурсов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Управление информационно-технологическими сервисами и контентом ,,,,Управление информационно-технологическими сервисами и контентом ,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Архитектура интеграции и развертывания,,,,,,,,,,Архитектура интеграции и развертывания,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сорокин А.Б.,,,,Сорокин А.Б.,,,,,,,,,,,,,,Петросян Л.Э.,,,,Петросян Л.Э.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,Волков М.Ю.,,,,,,Волков М.Ю.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Павлович Т.В.,,,,Павлович Т.В.,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,Исаев Р.А.,,,,,,,,,,Исаев Р.А.,,,,,,,,,,,,,,,
,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,
,"23
пн",Консультация,13-00,А-177-1,,Консультация,13-00,А-177-1,,Консультация,12-00,А-16,,Консультация,12-00,А-16,,,"23
пн",Консультация,12-00,А-16,,Консультация,12-00,А-16,,Экзамен,14-00,Г-110-а,,,,,,,"23
пн",,,,,,,,,,,,,,,,,,"23
пн",Консультация,11-00,База,,,,,,,,,,,,,,,"23
пн",,,,,,,,,,,,,,,,,,"23
пн",Консультация,11-00,А-2,,Консультация,11-00,А-2,,Консультация,11-00,А-2,,,,,,,"23
пн",,,,,,,,,,,,,Экзамен,9-00,Г-310,,,"23
пн",Экзамен,12-00,Г-310,,,,,,,,,,Консультация,9-00,Б-115,,,"23
пн",Консультация,9-00,Б-115,,Консультация,9-00,Б-115,,Консультация,9-00,Б-115,,,,,,,"23
пн",,,,,Экзамен,11-00,Г-227-1,,Консультация,12-00,А-16,,Консультация,13-30,А-16,,,"23
пн",Консультация,13-30,А-16,,Консультация,13-30,А-16,,Консультация,13-30,А-16,,Консультация,13-30,А-16,,,"23
пн",Консультация,9-00,А-6,,,,,,,,,,Консультация,9-00,А-6,,,"23
пн",Консультация,9-00,А-182,,Консультация,9-00,А-182,,Консультация,9-00,А-6,,Экзамен,9-00,И-201,,,"23
пн",Консультация,9-00,А-6,,,,,,,,,,,,,
,,Системы автоматического управления,,,,Системы автоматического управления,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Программирование нейропроцессоров,,,,,,,,,,,,,,,,,,,,,,,,,,,,Проектирование информационно-аналитических систем,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обоснование и разработка требований к программным системам,,,,Обоснование и разработка требований к программным системам,,,,Обоснование и разработка требований к программным системам,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,,,,,,,,,Разработка серверных частей интернет ресурсов,,,,,,Разработка серверных частей интернет ресурсов,,,,Разработка серверных частей интернет ресурсов,,,,Разработка серверных частей интернет ресурсов,,,,,,,,,,,,,,Разработка серверных частей интернет ресурсов,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,Управление информационно-технологическими сервисами и контентом ,,,,Управление информационно-технологическими сервисами и контентом ,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,Архитектура интеграции и развертывания,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,,,,,,,,,,
,,Пиотровский Д.Л.,,,,Пиотровский Д.Л.,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Тарасов И.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Зорина Е.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ахмедова Х.Г.,,,,Ахмедова Х.Г.,,,,Ахмедова Х.Г.,,,,,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,,,,,,,,,Волков М.Ю.,,,,,,Волков М.Ю.,,,,Волков М.Ю.,,,,Волков М.Ю.,,,,,,,,,,,,,,Волков М.Ю.,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,,,Лагунова А.Д.,,,,,,,,,,,,Лагунова А.Д.,,,,,,Павлович Т.В.,,,,Павлович Т.В.,,,,Лагунова А.Д.,,,,Исаев Р.А.,,,,,,Лагунова А.Д.,,,,,,,,,,,,,,,
,"24
вт",,,,,,,,,,,,,,,,,,"24
вт",,,,,,,,,,,,,Консультация,13-00,А-5,,,"24
вт",Консультация,13-00,А-5,,Консультация,13-00,А-5,,Консультация,13-00,А-5,,Консультация,11-00,А-4,,,"24
вт",Экзамен,11-00,База,,Консультация,11-00,А-4,,Консультация,11-00,А-4,,Консультация,11-00,А-4,,,"24
вт",,,,,,,,,,,,,,,,,,"24
вт",Экзамен,9-00,Г-301-в,,Экзамен,12-00,Г-301-в,,,,,,Консультация,13-00,А-4,,,"24
вт",Консультация,13-00,А-4,,Консультация,13-00,А-4,,Консультация,13-00,А-4,,,,,,,"24
вт",,,,,Экзамен,11-00,Г-310,,Экзамен,14-00,Г-310,,Экзамен,9-00,Г-227-1,,,"24
вт",Экзамен,12-00,Г-227-1,,,,,,,,,,Консультация,9-00,А-8,,,"24
вт",Консультация,9-00,А-8,,Консультация,9-00,А-8,,,,,,,,,,,"24
вт",,,,,,,,,,,,,,,,,,"24
вт",Экзамен,9-00,ИВЦ-105-2,,,,,,,,,,,,,,,"24
вт",Экзамен,9-00,Г-304,,Экзамен,12-00,Г-304,,,,,,,,,,,"24
вт",Экзамен,12-00,ИВЦ-105-2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Проектирование и разработка систем на базе программируемых логических интегральных схем ,,,,,,Проектирование и разработка систем на базе программируемых логических интегральных схем ,,,,Проектирование и разработка систем на базе программируемых логических интегральных схем ,,,,Проектирование и разработка систем на базе программируемых логических интегральных схем ,,,,Системный анализ данных в системах поддержки принятия решений ,,,,,,Проектирование информационно-аналитических систем,,,,Системный анализ данных в системах поддержки принятия решений ,,,,Системный анализ данных в системах поддержки принятия решений ,,,,Системный анализ данных в системах поддержки принятия решений ,,,,,,,,,,,,,,,,,,,,,,,,Обоснование и разработка требований к программным системам,,,,Обоснование и разработка требований к программным системам,,,,,,,,Системы управления взаимоотношениями с клиентами,,,,,,Системы управления взаимоотношениями с клиентами,,,,Системы управления взаимоотношениями с клиентами,,,,Системы управления взаимоотношениями с клиентами,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Разработка серверных частей интернет ресурсов,,,,,,Разработка серверных частей интернет ресурсов,,,,,,,,,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,,,,,,,,,,,,,Управление информационно-технологическими сервисами и контентом ,,,,Управление информационно-технологическими сервисами и контентом ,,,,,,,,,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Борисенко Н.В.,,,,,,Борисенко Н.В.,,,,Борисенко Н.В.,,,,Борисенко Н.В.,,,,Сорокин А.Б.,,,,,,Зорина Е.А.,,,,Сорокин А.Б.,,,,Сорокин А.Б.,,,,Сорокин А.Б.,,,,,,,,,,,,,,,,,,,,,,,,Ахмедова Х.Г.,,,,Ахмедова Х.Г.,,,,,,,,Чеповский А.М.,,,,,,Чеповский А.М.,,,,Чеповский А.М.,,,,Чеповский А.М.,,,,,,,,,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Волков М.Ю.,,,,,,Волков М.Ю.,,,,,,,,,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Лагунова А.Д.,,,,,,,,,,,,,,,,,,Павлович Т.В.,,,,Павлович Т.В.,,,,,,,,,,,,,,Лагунова А.Д.,,,,,,,,,,,,,,,
,"25
ср",Экзамен,9-00,Г-307,,Экзамен,12-00,Г-307,,Экзамен,9-00,И-212-в,,Экзамен,9-00,И-212-в,,,"25
ср",Экзамен,9-00,И-212-в,,Экзамен,9-00,И-212-в,,,,,,,,,,,"25
ср",,,,,,,,,,,,,Экзамен,9-00,Г-109-б,,,"25
ср",,,,,Экзамен,12-00,Г-109-б,,,,,,,,,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,,,,,Экзамен,13-00,Г-301-б,,,,,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,Экзамен,9-00,Г-227-1,,Экзамен,12-00,Г-227-1,,Экзамен,9-00,Г-304,,,"25
ср",Экзамен,12-00,Г-304,,,,,,Экзамен,16-20,И-212-в,,Экзамен,9-00,И-212-г,,,"25
ср",Экзамен,10-40,И-212-г,,Экзамен,12-40,И-212-г,,Экзамен,14-20,И-212-г,,Экзамен,16-20,И-212-г,,,"25
ср",,,,,,,,,,,,,Экзамен,9-00,ИВЦ-105-2,,,"25
ср",,,,,,,,,Экзамен,12-00,ИВЦ-105-2,,,,,,,"25
ср",,,,,,,,,,,,,,,,
,,Системы автоматического управления,,,,Системы автоматического управления,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,,,,,,,,,,,,,Системный анализ данных в системах поддержки принятия решений ,,,,,,,,,,Системный анализ данных в системах поддержки принятия решений ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обоснование и разработка требований к программным системам,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Разработка серверных частей интернет ресурсов,,,,Разработка серверных частей интернет ресурсов,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,,,,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,,,,,,,,,,,,,,,,,,,,
,,Пиотровский Д.Л.,,,,Пиотровский Д.Л.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сорокин А.Б.,,,,,,,,,,Сорокин А.Б.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ахмедова Х.Г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Волков М.Ю.,,,,Волков М.Ю.,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Лагунова А.Д.,,,,,,,,,,,,,,Лагунова А.Д.,,,,,,,,,,,,,,,,,,,,,,,,,
,"26
чт",,,,,,,,,,,,,,,,,,"26
чт",,,,,,,,,Консультация,9-00,Б-115,,Экзамен,9-00,Г-112,,,"26
чт",Экзамен,12-00,Г-112,,,,,,,,,,,,,,,"26
чт",,,,,,,,,Экзамен,9-00,Г-109-б,,Экзамен,12-00,Г-109-б,,,"26
чт",Консультация,11-00,А-4,,Консультация,11-00,А-4,,Консультация,11-00,А-4,,Консультация,11-00,А-4,,,"26
чт",,,,,,,,,,,,,Экзамен,9-00,Г-312,,,"26
чт",Экзамен,12-00,Г-312,,,,,,,,,,,,,,,"26
чт",,,,,Консультация,9-00,А-178,,Консультация,9-00,А-178,,,,,,,"26
чт",,,,,,,,,,,,,,,,,,"26
чт",,,,,Экзамен,11-00,Г-304,,,,,,,,,,,"26
чт",Консультация,11-00,А-2,,Консультация,11-00,А-2,,Консультация,11-00,А-2,,Консультация,11-00,А-2,,,"26
чт",,,,,,,,,Консультация,9-00,А-5,,,,,,,"26
чт",Консультация,9-00,А-5,,Консультация,9-00,А-5,,Консультация,9-00,А-181,,Консультация,9-00,А-5,,,"26
чт",Консультация,9-00,А-181,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Проектирование вычислительных комплексов,,,,Проектирование и разработка систем на базе программируемых логических интегральных схем ,,,,,,Проектирование и разработка систем на базе программируемых логических интегральных схем ,,,,,,,,,,,,,,,,,,,,,,,,,,Системный анализ данных в системах поддержки принятия решений ,,,,Системный анализ данных в системах поддержки принятия решений ,,,,,,Обоснование и разработка требований к программным системам,,,,Обоснование и разработка требований к программным системам,,,,Обоснование и разработка требований к программным системам,,,,Обоснование и разработка требований к программным системам,,,,,,,,,,,,,,,,,,Системы управления взаимоотношениями с клиентами,,,,,,Системы управления взаимоотношениями с клиентами,,,,,,,,,,,,,,,,,,,,,,Разработка серверных частей интернет ресурсов,,,,Разработка серверных частей интернет ресурсов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,Технологии и инструментарий машинного обучения,,,,Технологии и инструментарий машинного обучения,,,,Технологии и инструментарий машинного обучения,,,,Технологии и инструментарий машинного обучения,,,,,,,,,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,Моделирование бизнес-процессов,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Коваленко С.М.,,,,Борисенко Н.В.,,,,,,Борисенко Н.В.,,,,,,,,,,,,,,,,,,,,,,,,,,Сорокин А.Б.,,,,Сорокин А.Б.,,,,,,Ахмедова Х.Г.,,,,Ахмедова Х.Г.,,,,Ахмедова Х.Г.,,,,Ахмедова Х.Г.,,,,,,,,,,,,,,,,,,Чеповский А.М.,,,,,,Чеповский А.М.,,,,,,,,,,,,,,,,,,,,,,Волков М.Ю.,,,,Волков М.Ю.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,,,,,,,,,,,Митина О.А.,,,,Митина О.А.,,,,Митина О.А.,,,,Митина О.А.,,,,,,,,,,,,,,Лагунова А.Д.,,,,,,,,,,Лагунова А.Д.,,,,Лагунова А.Д.,,,,Ивахник Д.Е.,,,,Лагунова А.Д.,,,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,
,"27
пт",,,,,,,,,,,,,,,,,,"27
пт",,,,,,,,,Экзамен,14-00,Г-111-б,,,,,,,"27
пт",,,,,Экзамен,9-00,Г-112,,Экзамен,12-00,Г-112,,,,,,,"27
пт",,,,,,,,,,,,,,,,,,"27
пт",Экзамен,9-00,Г-301-в,,Экзамен,12-00,Г-301-в,,,,,,,,,,,"27
пт",Консультация,10-30,А-16,,Консультация,10-30,А-16,,Консультация,10-30,А-16,,,,,,,"27
пт",,,,,Экзамен,9-00,Г-312,,Экзамен,12-00,Г-312,,,,,,,"27
пт",,,,,Экзамен,9-00,Г-227-1,,Экзамен,12-00,Г-227-1,,,,,,,"27
пт",,,,,,,,,,,,,,,,,,"27
пт",,,,,,,,,,,,,,,,,,"27
пт",Экзамен,11-00,Г-427,,Экзамен,14-00,Г-427,,,,,,,,,,,"27
пт",,,,,Консультация,10-30,А-16,,,,,,Консультация,10-30,А-16,,,"27
пт",Экзамен,,ИВЦ-105-2,,Экзамен,,ИВЦ-105-2,,,,,,,,,,,"27
пт",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Проектирование вычислительных комплексов,,,,,,,,,,,,,,Проектирование и разработка систем на базе программируемых логических интегральных схем ,,,,Проектирование и разработка систем на базе программируемых логических интегральных схем ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обоснование и разработка требований к программным системам,,,,Обоснование и разработка требований к программным системам,,,,,,,,,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,Системы управления взаимоотношениями с клиентами,,,,Системы управления взаимоотношениями с клиентами,,,,,,,,,,,,,,Разработка серверных частей интернет ресурсов,,,,Разработка серверных частей интернет ресурсов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Технологии и инструментарий машинного обучения,,,,Технологии и инструментарий машинного обучения,,,,,,,,,,,,,,,,,,Разработка баз данных ,,,,,,,,Разработка баз данных ,,,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Расулов М.М.,,,,,,,,,,,,,,Борисенко Н.В.,,,,Борисенко Н.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ахмедова Х.Г.,,,,Ахмедова Х.Г.,,,,,,,,,,,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,,,,,,,,,,,Чеповский А.М.,,,,Чеповский А.М.,,,,,,,,,,,,,,Волков М.Ю.,,,,Волков М.Ю.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Митина О.А.,,,,Митина О.А.,,,,,,,,,,,,,,,,,,Богомольная Г.В.,,,,,,,,Богомольная Г.В.,,,,,,Лагунова А.Д.,,,,Лагунова А.Д.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"28
сб",,,,,,,,,,,,,,,,,,"28
сб",,,,,,,,,,,,,,,,,,"28
сб",,,,,,,,,,,,,,,,,,"28
сб",,,,,,,,,,,,,,,,,,"28
сб",,,,,,,,,Экзамен,9-00,Г-301-в,,Экзамен,12-00,Г-301-в,,,"28
сб",Экзамен,9-00,И-212-г,,Экзамен,10-40,И-212-г,,Экзамен,12-40,И-212-г,,,,,,,"28
сб",,,,,,,,,,,,,,,,,,"28
сб",,,,,,,,,,,,,,,,,,"28
сб",,,,,,,,,,,,,,,,,,"28
сб",,,,,,,,,,,,,,,,,,"28
сб",,,,,,,,,Экзамен,9-00,Г-427,,Экзамен,12-00,Г-427,,,"28
сб",,,,,Экзамен,16-20,И-212-в,,Экзамен,,ИВЦ-105-2,,Экзамен,14-20,И-212-г,,,"28
сб",,,,,,,,,Экзамен,9-00,Г-310,,Экзамен,,ИВЦ-105-2,,,"28
сб",Экзамен,12-00,Г-310,,,,,,,,,,,,,
